,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,resolution_outcome
91,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3007450041,BROOKLYN,,,,BROOKLYN,2019-03-19T00:00:00.000,07 BROOKLYN,Rodent,2019-03-11T00:00:00.000,2 AVENUE,3 AVENUE,Rat Sighting,2019-04-10T14:09:27.000,N/A,272 45 STREET,11220,,,40.65101517403522,"{'type': 'Point', 'coordinates': [-74.012573672497, 40.651015174035]}",Other (Explain Below),-74.01257367249744,PHONE,BROOKLYN,Unspecified,2019-03-19T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,45 STREET,,,41934649,980761,176459,0
92,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4156100001,QUEENS,,,,Far Rockaway,2019-03-14T15:51:41.000,14 QUEENS,Rodent,2019-03-11T00:00:00.000,BEACH 6 STREET,BEACH 8 STREET,Mouse Sighting,2019-04-10T22:30:28.000,N/A,711 SEAGIRT AVENUE,11691,,,40.59599553669944,"{'type': 'Point', 'coordinates': [-73.742187072717, 40.595995536699]}",3+ Family Apt. Building,-73.74218707271653,PHONE,QUEENS,Unspecified,2019-03-14T15:51:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SEAGIRT AVENUE,,,41934663,1055848,156519,0
93,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3025960001,BROOKLYN,,,,BROOKLYN,2019-03-11T00:00:00.000,01 BROOKLYN,Rodent,2019-03-11T00:00:00.000,LORIMER STREET,MANHATTAN AVENUE,Rat Sighting,2019-04-10T17:42:44.000,N/A,99 MESEROLE AVENUE,11222,,,40.72691025346262,"{'type': 'Point', 'coordinates': [-73.953284800639, 40.726910253463]}",Other (Explain Below),-73.95328480063884,ONLINE,BROOKLYN,Unspecified,2019-03-11T17:47:12.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MESEROLE AVENUE,,,41934788,997198,204113,0
94,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,CORONA,2019-03-11T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T22:05:44.000,N/A,103-46 52 AVENUE,11368,,,40.74230801286045,"{'type': 'Point', 'coordinates': [-73.856512738715, 40.74230801286]}",3+ Family Apt. Building,-73.85651273871518,MOBILE,QUEENS,Unspecified,2019-03-11T22:08:36.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,52 AVENUE,,,41935281,1024011,209752,0
95,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3046300040,BROOKLYN,,,,BROOKLYN,,17 BROOKLYN,Unsanitary Animal Pvt Property,2019-03-11T00:00:00.000,WINTHROP STREET,CLARKSON AVENUE,Dog,2019-04-10T09:39:06.000,N/A,250 EAST   95 STREET,11212,,,40.660409657572345,"{'type': 'Point', 'coordinates': [-73.922226153828, 40.660409657572]}",1-2 Family Dwelling,-73.9222261538285,ONLINE,BROOKLYN,Unspecified,2019-03-11T09:42:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,EAST   95 STREET,,,41935504,1005828,179891,0
96,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-11T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T15:53:04.000,N/A,2640 EAST 14 STREET,11235,,,40.58682298192361,"{'type': 'Point', 'coordinates': [-73.955380984301, 40.586822981924]}",Parking Lot/Garage,-73.95538098430059,MOBILE,BROOKLYN,Unspecified,2019-03-11T15:56:50.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 14 STREET,,,41935641,996643,153075,0
97,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-13T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-11T00:00:00.000,,,Rat Sighting,2019-04-10T07:19:37.000,N/A,300 WEST 88 STREET,10024,,,40.790134450109896,"{'type': 'Point', 'coordinates': [-73.977342486784, 40.79013445011]}",3+ Family Apt. Building,-73.97734248678412,MOBILE,MANHATTAN,Unspecified,2019-03-12T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 88 STREET,,,41936133,990524,227145,0
98,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3013327505,BROOKLYN,,,,BROOKLYN,,09 BROOKLYN,Rodent,2019-03-11T00:00:00.000,BALFOUR PLACE,LAMONT COURT,Mouse Sighting,2019-04-10T15:57:40.000,N/A,492 LEFFERTS AVENUE,11225,,,40.66271734551162,"{'type': 'Point', 'coordinates': [-73.944808867667, 40.662717345512]}",3+ Family Apt. Building,-73.94480886766725,ONLINE,BROOKLYN,Unspecified,2019-03-11T16:02:02.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,LEFFERTS AVENUE,,,41936192,999562,180727,0
99,ADDRESS,NYPD,New York City Police Department,3065580012,BROOKLYN,,,,BROOKLYN,2019-03-11T03:18:30.000,11 BROOKLYN,Noise - Street/Sidewalk,2019-03-11T00:00:08.000,23 AVENUE,24 AVENUE,Loud Talking,2019-03-11T08:00:08.000,Precinct,2314 63 STREET,11204,,,40.613319472297874,"{'type': 'Point', 'coordinates': [-73.97744932366, 40.613319472298]}",Street/Sidewalk,-73.97744932366028,ONLINE,BROOKLYN,Unspecified,2019-03-11T03:18:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,63 STREET,,,41920303,990511,162726,0
100,ADDRESS,NYPD,New York City Police Department,4078030033,QUEENS,,,,QUEENS VILLAGE,2019-03-11T01:26:20.000,11 QUEENS,Noise - Street/Sidewalk,2019-03-11T00:00:14.000,211 STREET,212 STREET,Loud Music/Party,2019-03-11T08:00:14.000,Precinct,211-08 82 AVENUE,11427,,,40.731401561671426,"{'type': 'Point', 'coordinates': [-73.758675697161, 40.731401561671]}",Street/Sidewalk,-73.7586756971607,MOBILE,QUEENS,Unspecified,2019-03-11T01:26:20.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,82 AVENUE,,,41923989,1051133,205838,0
101,ADDRESS,NYPD,New York City Police Department,5039830013,STATEN ISLAND,,,,STATEN ISLAND,2019-03-11T01:20:16.000,02 STATEN ISLAND,Noise - Residential,2019-03-11T00:00:33.000,ALLISON AVENUE,PRINCETON AVENUE,Banging/Pounding,2019-03-11T08:00:33.000,Precinct,2712 HYLAN BOULEVARD,10306,,,40.56628790619327,"{'type': 'Point', 'coordinates': [-74.113955356561, 40.566287906193]}",Residential Building/House,-74.11395535656096,MOBILE,STATEN ISLAND,Unspecified,2019-03-11T01:20:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,HYLAN BOULEVARD,,,41921722,952589,145611,0
102,ADDRESS,HPD,Department of Housing Preservation and Development,3011850021,BROOKLYN,,,,BROOKLYN,2019-03-13T02:08:49.000,09 BROOKLYN,HEAT/HOT WATER,2019-03-11T00:00:33.000,,,APARTMENT ONLY,,N/A,268 EASTERN PARKWAY,11225,,,40.67110620121856,"{'type': 'Point', 'coordinates': [-73.960054216353, 40.671106201219]}",RESIDENTIAL BUILDING,-73.96005421635309,PHONE,BROOKLYN,Unspecified,2019-03-13T02:08:49.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EASTERN PARKWAY,,,41925081,995331,183781,0
103,ADDRESS,NYPD,New York City Police Department,1021110083,MANHATTAN,,,,NEW YORK,2019-03-11T01:14:11.000,12 MANHATTAN,Noise - Commercial,2019-03-11T00:00:46.000,WEST 166 STREET,WEST 167 STREET,Loud Music/Party,2019-03-11T08:00:46.000,Precinct,2145 AMSTERDAM AVENUE,10032,,,40.8388111804014,"{'type': 'Point', 'coordinates': [-73.937676963567, 40.838811180401]}",Club/Bar/Restaurant,-73.93767696356736,ONLINE,MANHATTAN,Unspecified,2019-03-11T01:14:11.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,AMSTERDAM AVENUE,,,41924227,1001495,244885,0
104,ADDRESS,NYPD,New York City Police Department,1003960006,MANHATTAN,,,,NEW YORK,2019-03-11T01:17:13.000,03 MANHATTAN,Noise - Commercial,2019-03-11T00:00:51.000,EAST 13 STREET,EAST 14 STREET,Loud Music/Party,2019-03-11T08:00:51.000,Precinct,225 AVENUE B,10009,,,40.72906133724778,"{'type': 'Point', 'coordinates': [-73.978286906531, 40.729061337248]}",Club/Bar/Restaurant,-73.9782869065312,ONLINE,MANHATTAN,Unspecified,2019-03-11T01:17:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AVENUE B,,,41920651,990268,204894,0
105,ADDRESS,NYPD,New York City Police Department,2028960088,BRONX,,,,BRONX,2019-03-11T02:05:45.000,03 BRONX,Noise - Street/Sidewalk,2019-03-11T00:00:57.000,EAST 171 STREET,CLAREMONT PARKWAY,Loud Music/Party,2019-03-11T08:00:57.000,Precinct,1525 BROOK AVENUE,10457,,,40.8386653973128,"{'type': 'Point', 'coordinates': [-73.905017649349, 40.838665397313]}",Street/Sidewalk,-73.90501764934857,PHONE,BRONX,Unspecified,2019-03-11T02:05:45.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BROOK AVENUE,,,41923376,1010532,244840,1
106,INTERSECTION,DOT,Department of Transportation,,STATEN ISLAND,,,,STATEN ISLAND,2019-03-12T09:44:00.000,02 STATEN ISLAND,Street Light Condition,2019-03-11T00:01:00.000,,,Street Light Out,,N/A,,10314,ARLENE STREET,SOMMER AVENUE,40.60762510086404,"{'type': 'Point', 'coordinates': [-74.165505277671, 40.607625100864]}",,-74.16550527767082,UNKNOWN,STATEN ISLAND,Unspecified,2019-03-12T09:44:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41920547,938295,160694,1
107,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Springfield Gardens,2019-03-12T10:00:00.000,12 QUEENS,Street Condition,2019-03-11T00:01:24.000,,,Pothole,,N/A,,11413,121 AVENUE,SPRINGFIELD BOULEVARD,40.68973616714039,"{'type': 'Point', 'coordinates': [-73.747287579411, 40.68973616714]}",,-73.74728757941112,UNKNOWN,QUEENS,Unspecified,2019-03-12T10:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41921396,1054333,190667,1
108,ADDRESS,HPD,Department of Housing Preservation and Development,4118580025,QUEENS,,,,South Ozone Park,2019-03-15T10:01:00.000,10 QUEENS,UNSANITARY CONDITION,2019-03-11T00:01:26.000,,,PESTS,,N/A,135-19 124 STREET,11420,,,40.6692715768022,"{'type': 'Point', 'coordinates': [-73.815445404342, 40.669271576802]}",RESIDENTIAL BUILDING,-73.81544540434241,PHONE,QUEENS,Unspecified,2019-03-15T10:01:00.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,124 STREET,,,41927326,1035447,183164,0
109,ADDRESS,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2019-03-11T05:05:21.000,08 QUEENS,Non-Emergency Police Matter,2019-03-11T00:01:28.000,78 AVENUE,78 ROAD,Other (complaint details),2019-03-11T08:01:28.000,Precinct,78-15 PARSONS BOULEVARD,11366,,,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.809696824262, 40.721959131993]}",Store/Commercial,-73.80969682426189,ONLINE,QUEENS,Unspecified,2019-03-11T05:05:21.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PARSONS BOULEVARD,,,41919622,1037000,202363,0
110,ADDRESS,NYPD,New York City Police Department,5002507501,STATEN ISLAND,,,,STATEN ISLAND,2019-03-11T03:23:34.000,01 STATEN ISLAND,Illegal Parking,2019-03-11T00:01:35.000,FOREST AVENUE,NORMA PLACE,Blocked Hydrant,2019-03-11T08:01:35.000,Precinct,215 HART BOULEVARD,10301,,,40.629914152017896,"{'type': 'Point', 'coordinates': [-74.100258576439, 40.629914152018]}",Street/Sidewalk,-74.10025857643946,MOBILE,STATEN ISLAND,Unspecified,2019-03-11T03:23:34.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,HART BOULEVARD,,,41923172,956421,168787,0
111,ADDRESS,NYPD,New York City Police Department,3056580020,BROOKLYN,,,,BROOKLYN,2019-03-11T06:05:38.000,12 BROOKLYN,Blocked Driveway,2019-03-11T00:01:36.000,8 AVENUE,9 AVENUE,No Access,2019-03-11T08:01:36.000,Precinct,834 52 STREET,11220,,,40.63946573858658,"{'type': 'Point', 'coordinates': [-74.004017546077, 40.639465738587]}",Street/Sidewalk,-74.00401754607746,PHONE,BROOKLYN,Unspecified,2019-03-11T06:05:38.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,52 STREET,,,41923933,983135,172251,1
112,ADDRESS,NYPD,New York City Police Department,2026650001,BRONX,,,,BRONX,2019-03-11T01:53:38.000,01 BRONX,Noise - Residential,2019-03-11T00:01:50.000,EAST 152 STREET,EAST 156 STREET,Banging/Pounding,2019-03-11T08:01:50.000,Precinct,680 TINTON AVENUE,10455,,,40.81618078228791,"{'type': 'Point', 'coordinates': [-73.905140058758, 40.816180782288]}",Residential Building/House,-73.90514005875826,ONLINE,BRONX,Unspecified,2019-03-11T01:53:38.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,TINTON AVENUE,,,41924257,1010507,236648,1
113,ADDRESS,NYPD,New York City Police Department,1004290033,MANHATTAN,,,,NEW YORK,2019-03-11T01:16:13.000,03 MANHATTAN,Noise - Commercial,2019-03-11T00:01:56.000,EAST HOUSTON STREET,EAST 2 STREET,Loud Music/Party,2019-03-11T08:01:56.000,Precinct,25 AVENUE A,10009,,,40.72290876828302,"{'type': 'Point', 'coordinates': [-73.985836202283, 40.722908768283]}",Club/Bar/Restaurant,-73.98583620228347,ONLINE,MANHATTAN,Unspecified,2019-03-11T01:16:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AVENUE A,,,41921436,988176,202652,0
114,ADDRESS,NYPD,New York City Police Department,3076990001,BROOKLYN,,,,BROOKLYN,2019-03-11T03:06:19.000,18 BROOKLYN,Illegal Parking,2019-03-11T00:02:11.000,EAST 37 STREET,EAST 38 STREET,Blocked Hydrant,2019-03-11T08:02:11.000,Precinct,3723 AVENUE P,11234,,,40.61690594971366,"{'type': 'Point', 'coordinates': [-73.93766082837, 40.616905949714]}",Street/Sidewalk,-73.93766082837023,PHONE,BROOKLYN,Unspecified,2019-03-11T03:06:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,AVENUE P,,,41921340,1001557,164038,0
115,ADDRESS,NYPD,New York City Police Department,1020540069,MANHATTAN,,,,NEW YORK,2019-03-11T04:08:58.000,09 MANHATTAN,Noise - Commercial,2019-03-11T00:02:13.000,BEND,BEND,Loud Music/Party,2019-03-11T08:02:13.000,Precinct,425 EDGECOMBE AVENUE,10032,,,40.82983432778256,"{'type': 'Point', 'coordinates': [-73.939748674839, 40.829834327783]}",Store/Commercial,-73.93974867483921,MOBILE,MANHATTAN,Unspecified,2019-03-11T04:08:58.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EDGECOMBE AVENUE,,,41920872,1000924,241614,0
116,ADDRESS,NYPD,New York City Police Department,3026200049,BROOKLYN,,,,BROOKLYN,2019-03-11T00:58:56.000,01 BROOKLYN,Noise - Commercial,2019-03-11T00:02:21.000,NORMAN AVENUE,MESEROLE AVENUE,Loud Music/Party,2019-03-11T08:02:21.000,Precinct,736 MANHATTAN AVENUE,11222,,,40.72628675256994,"{'type': 'Point', 'coordinates': [-73.952210090929, 40.72628675257]}",Store/Commercial,-73.95221009092879,MOBILE,BROOKLYN,Unspecified,2019-03-11T00:58:56.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MANHATTAN AVENUE,,,41922045,997496,203886,1
117,ADDRESS,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2019-03-11T01:34:25.000,09 BROOKLYN,Noise - Street/Sidewalk,2019-03-11T00:02:30.000,DEAD END,FLATBUSH AVENUE,Loud Talking,2019-03-11T08:02:30.000,Precinct,2116 BEEKMAN PLACE,11225,,,40.66000659902708,"{'type': 'Point', 'coordinates': [-73.960871828263, 40.660006599027]}",Street/Sidewalk,-73.96087182826301,MOBILE,BROOKLYN,Unspecified,2019-03-11T01:34:25.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BEEKMAN PLACE,,,41923642,995106,179737,1
118,ADDRESS,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2019-03-11T05:07:22.000,08 QUEENS,Non-Emergency Police Matter,2019-03-11T00:02:36.000,78 AVENUE,78 ROAD,Other (complaint details),2019-03-11T08:02:36.000,Precinct,78-15 PARSONS BOULEVARD,11366,,,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.809696824262, 40.721959131993]}",Store/Commercial,-73.80969682426189,ONLINE,QUEENS,Unspecified,2019-03-11T05:07:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PARSONS BOULEVARD,,,41919781,1037000,202363,0
119,ADDRESS,NYPD,New York City Police Department,2033100053,BRONX,,,,BRONX,2019-03-11T02:57:12.000,07 BRONX,Noise - Residential,2019-03-11T00:02:48.000,EAST 203 STREET,EAST 204 STREET,Loud Music/Party,2019-03-11T08:02:48.000,Precinct,3045 GRAND CONCOURSE,10468,,,40.87407483221738,"{'type': 'Point', 'coordinates': [-73.886789958165, 40.874074832217]}",Residential Building/House,-73.88678995816491,PHONE,BRONX,Unspecified,2019-03-11T02:57:12.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND CONCOURSE,,,41920611,1015559,257747,0
120,BLOCKFACE,DOT,Department of Transportation,,QUEENS,,,,Cambria Heights,2019-03-12T09:50:00.000,13 QUEENS,Street Condition,2019-03-11T00:02:59.000,217 STREET,SPRINGFIELD BOULEVARD,Pothole,,N/A,121 AVENUE,11411,,,40.68954274183601,"{'type': 'Point', 'coordinates': [-73.746700550565, 40.689542741836]}",,-73.74670055056458,UNKNOWN,QUEENS,Unspecified,2019-03-12T09:50:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,121 AVENUE,,,41924089,1054496,190597,1
121,ADDRESS,NYPD,New York City Police Department,4051320035,QUEENS,,,,FLUSHING,2019-03-11T04:08:57.000,07 QUEENS,Illegal Parking,2019-03-11T00:03:27.000,56 AVENUE,BOOTH MEMORIAL AVENUE,Commercial Overnight Parking,2019-03-11T08:03:27.000,Precinct,56-02 138 STREET,11355,,,40.74812745976454,"{'type': 'Point', 'coordinates': [-73.826963630416, 40.748127459765]}",Street/Sidewalk,-73.82696363041644,MOBILE,QUEENS,Unspecified,2019-03-11T04:08:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,138 STREET,,,41921699,1032195,211887,0
122,ADDRESS,NYPD,New York City Police Department,1022410001,MANHATTAN,,,,NEW YORK,2019-03-11T00:41:46.000,12 MANHATTAN,Noise - Residential,2019-03-11T00:03:44.000,WEST 204 STREET,WEST 207 STREET,Banging/Pounding,2019-03-11T08:03:44.000,Precinct,49 COOPER STREET,10034,,,40.86797313078102,"{'type': 'Point', 'coordinates': [-73.923158456543, 40.867973130781]}",Residential Building/House,-73.92315845654336,MOBILE,MANHATTAN,Unspecified,2019-03-11T00:41:46.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,COOPER STREET,,,41923739,1005503,255513,1
123,ADDRESS,NYPD,New York City Police Department,2032370100,BRONX,,,,BRONX,2019-03-11T02:57:11.000,07 BRONX,Noise - Residential,2019-03-11T00:03:50.000,BEND,WEST KINGSBRIDGE ROAD,Loud Television,2019-03-11T08:03:50.000,Precinct,2647 SEDGWICK AVENUE,10468,,,40.869501665767864,"{'type': 'Point', 'coordinates': [-73.904438487737, 40.869501665768]}",Residential Building/House,-73.90443848773681,MOBILE,BRONX,Unspecified,2019-03-11T02:57:11.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SEDGWICK AVENUE,,,41923751,1010680,256075,1
124,BLOCKFACE,DOT,Department of Transportation,,QUEENS,,,,Cambria Heights,2019-03-12T10:10:00.000,13 QUEENS,Street Condition,2019-03-11T00:03:57.000,218 STREET,219 STREET,Pothole,,N/A,121 AVENUE,11411,,,40.68897053033427,"{'type': 'Point', 'coordinates': [-73.744870941999, 40.688970530334]}",,-73.7448709419987,UNKNOWN,QUEENS,Unspecified,2019-03-12T10:10:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,121 AVENUE,,,41923269,1055004,190390,1
125,ADDRESS,DSNY,Department of Sanitation,3015960055,BROOKLYN,,,,BROOKLYN,2019-03-15T00:00:00.000,03 BROOKLYN,Request Large Bulky Item Collection,2019-03-11T00:04:00.000,STUYVESANT AVENUE,MALCOLM X BOULEVARD,Request Large Bulky Item Collection,,N/A,457 PULASKI STREET,11221,,,40.69435498912401,"{'type': 'Point', 'coordinates': [-73.931995279354, 40.694354989124]}",Sidewalk,-73.93199527935442,PHONE,BROOKLYN,Unspecified,2019-03-15T00:00:00.000,,,Closed,PULASKI STREET,,,41924514,1003108,192256,0
126,ADDRESS,DSNY,Queens West 04,4020150048,QUEENS,,,,Corona,2019-03-11T12:00:00.000,04 QUEENS,Derelict Vehicles,2019-03-11T00:04:00.000,111 STREET,114 STREET,14 Derelict Vehicles,,N/A,111-69 43 AVENUE,11368,,,40.74973520668347,"{'type': 'Point', 'coordinates': [-73.854241022916, 40.749735206683]}",Street,-73.85424102291579,MOBILE,QUEENS,Unspecified,2019-03-11T00:04:00.000,The Department of Sanitation removed the items.,,Closed,43 AVENUE,,,41933462,1024636,212459,1
127,ADDRESS,NYPD,New York City Police Department,1021420015,MANHATTAN,,,,NEW YORK,2019-03-11T01:05:03.000,12 MANHATTAN,Noise - Residential,2019-03-11T00:04:01.000,BROADWAY,FT WASHINGTON AVENUE,Loud Music/Party,2019-03-11T08:04:01.000,Precinct,617 WEST 170 STREET,10032,,,40.84268235657221,"{'type': 'Point', 'coordinates': [-73.939816550355, 40.842682356572]}",Residential Building/House,-73.93981655035519,ONLINE,MANHATTAN,Unspecified,2019-03-11T01:05:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 170 STREET,,,41922332,1000902,246295,0
128,ADDRESS,NYPD,New York City Police Department,4068290001,QUEENS,,,,FRESH MEADOWS,2019-03-11T05:06:22.000,08 QUEENS,Non-Emergency Police Matter,2019-03-11T00:04:03.000,78 AVENUE,78 ROAD,Other (complaint details),2019-03-11T08:04:03.000,Precinct,78-15 PARSONS BOULEVARD,11366,,,40.72195913199264,"{'type': 'Point', 'coordinates': [-73.809696824262, 40.721959131993]}",Store/Commercial,-73.80969682426189,ONLINE,QUEENS,Unspecified,2019-03-11T05:06:22.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,PARSONS BOULEVARD,,,41923045,1037000,202363,0
129,ADDRESS,NYPD,New York City Police Department,2027230040,BRONX,,,,BRONX,2019-03-11T01:10:08.000,02 BRONX,Noise - Residential,2019-03-11T00:04:04.000,SIMPSON STREET,HUNTS POINT AVENUE,Loud Music/Party,2019-03-11T08:04:04.000,Precinct,1018 EAST 163 STREET,10459,,,40.820970124589884,"{'type': 'Point', 'coordinates': [-73.892411822094, 40.82097012459]}",Residential Building/House,-73.8924118220942,MOBILE,BRONX,Unspecified,2019-03-11T01:10:08.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,EAST 163 STREET,,,41923223,1014028,238397,0
130,ADDRESS,NYPD,New York City Police Department,1006180027,MANHATTAN,,,,NEW YORK,2019-03-11T01:22:17.000,02 MANHATTAN,Noise - Residential,2019-03-11T00:04:34.000,7 AVENUE,8 AVENUE,Banging/Pounding,2019-03-11T08:04:34.000,Precinct,210 WEST 14 STREET,10011,,,40.73881000507662,"{'type': 'Point', 'coordinates': [-74.000317552638, 40.738810005077]}",Residential Building/House,-74.00031755263787,PHONE,MANHATTAN,Unspecified,2019-03-11T01:22:17.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST 14 STREET,,,41919782,984162,208445,1
131,ADDRESS,NYPD,New York City Police Department,2050010046,BRONX,,,,BRONX,2019-03-13T20:23:05.000,12 BRONX,Noise - Residential,2019-03-11T00:04:40.000,BARNES AVENUE,BRONXWOOD AVENUE,Banging/Pounding,2019-03-11T08:04:40.000,Precinct,805 EAST 235 STREET,10466,,,40.893859328812844,"{'type': 'Point', 'coordinates': [-73.853339042212, 40.893859328813]}",Residential Building/House,-73.85333904221172,MOBILE,BRONX,Unspecified,2019-03-13T20:23:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 235 STREET,,,41920961,1024798,264969,0
132,ADDRESS,NYPD,New York City Police Department,2025370047,BRONX,,,,BRONX,2019-03-11T17:56:19.000,04 BRONX,Noise - Residential,2019-03-11T00:05:44.000,WEST 171 STREET,MERRIAM AVENUE,Banging/Pounding,2019-03-11T08:05:44.000,Precinct,1425 DR M L KING JR BOULEVARD,10452,,,40.84345572380287,"{'type': 'Point', 'coordinates': [-73.92470475388, 40.843455723803]}",Residential Building/House,-73.92470475387987,MOBILE,BRONX,Unspecified,2019-03-11T17:56:19.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,DR M L KING JR BOULEVARD,,,41924383,1005083,246580,0
133,INTERSECTION,DOT,Department of Transportation,1002240001,MANHATTAN,,,,NEW YORK,2019-03-11T21:30:00.000,01 MANHATTAN,Street Light Condition,2019-03-11T00:06:00.000,DESBROSSES ST,WATTS ST,Street Light Cycling,,N/A,450 WASHINGTON STREET,10013,WATTS STREET,WEST STREET,40.72427596907589,"{'type': 'Point', 'coordinates': [-74.011353638762, 40.724275969076]}",,-74.0113536387619,UNKNOWN,MANHATTAN,Unspecified,2019-03-11T21:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,WASHINGTON STREET,,,41920420,981103,203150,1
